,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 21_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Matches,,MP
0,Jack Butland,eng ENG,GK,30-354,27.0,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rangers,
1,James Tavernier,eng ENG,DF,32-119,27.0,27,2419.0,26.9,12.0,8.0,20.0,3.0,9.0,11.0,2.0,0.0,Matches,Rangers,
2,Connor Goldson,eng ENG,DF,31-071,24.0,24,2155.0,23.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,Matches,Rangers,
3,John Lundstram,eng ENG,MF,30-009,25.0,24,2090.0,23.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,Matches,Rangers,
4,Cyriel Dessers,ng NGA,FW,29-081,24.0,18,1463.0,16.3,12.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,Matches,Rangers,
5,Todd Cantwell,eng ENG,MF,26-000,22.0,17,1379.0,15.3,5.0,3.0,8.0,5.0,0.0,0.0,5.0,0.0,Matches,Rangers,
6,John Souttar,sct SCO,DF,27-155,19.0,15,1491.0,16.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Matches,Rangers,
7,Abdallah Sima,sn SEN,"MF,FW",22-255,20.0,15,1379.0,15.3,10.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,Matches,Rangers,
8,Rıdvan Yılmaz,tr TUR,DF,22-282,20.0,14,1345.0,14.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,Matches,Rangers,
9,Borna Barišić,hr CRO,DF,31-109,14.0,12,1003.0,11.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Matches,Rangers,
10,Ross McCausland,nir NIR,"MF,FW",20-291,20.0,11,1126.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,Matches,Rangers,
11,Leon Balogun,ng NGA,DF,35-244,11.0,11,901.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Matches,Rangers,
12,Sam Lammers,nl NED,"MF,FW",26-303,17.0,10,844.0,9.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,Matches,Rangers,
13,Nicolas Raskin,be BEL,MF,23-004,12.0,10,799.0,8.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Matches,Rangers,
14,Tom Lawrence,wls WAL,MF,30-045,14.0,8,743.0,8.3,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Matches,Rangers,
15,Rabbi Matondo,wls WAL,"MF,FW",23-171,15.0,7,522.0,5.8,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,Matches,Rangers,
16,José Cifuentes,ec ECU,MF,24-352,9.0,6,559.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Matches,Rangers,
17,Dujon Sterling,eng ENG,"MF,DF",24-126,14.0,5,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Matches,Rangers,
18,Danilo,br BRA,FW,24-326,12.0,5,533.0,5.9,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,Matches,Rangers,
19,Scott Wright,sct SCO,MF,26-203,15.0,5,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Matches,Rangers,
20,Ryan Jack,sct SCO,MF,32-000,11.0,5,448.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Rangers,
21,Kemar Roofe,jm JAM,"FW,MF",31-052,10.0,5,357.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Rangers,
22,Ben Davies,eng ENG,DF,28-200,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Rangers,
23,Kieran Dowell,eng ENG,MF,26-140,7.0,4,344.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Matches,Rangers,
24,Fábio Silva,pt POR,FW,21-223,7.0,3,323.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Matches,Rangers,
25,Oscar Cortés,co COL,MF,20-086,5.0,2,248.0,2.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Matches,Rangers,
26,Mohammed Diomande,ci CIV,MF,22-120,4.0,2,178.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Matches,Rangers,
27,Zakariya Lovelace,eng ENG,FW,18-035,2.0,1,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Rangers,
28,Bailey Rice,sct SCO,DF,17-146,2.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Rangers,
29,Leon King,sct SCO,DF,20-044,3.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rangers,
30,Adam Devine,sct SCO,DF,20-339,0.0,0,,,,,,,,,,,Matches,Rangers,
31,Ianis Hagi,ro ROU,"FW,MF",25-128,0.0,0,,,,,,,,,,,Matches,Rangers,
32,Robby McCrorie,sct SCO,GK,25-346,0.0,0,,,,,,,,,,,Matches,Rangers,
33,Cole McKinnon,sct SCO,MF,21-029,0.0,0,,,,,,,,,,,Matches,Rangers,
34,Johnly Yfeko,eng ENG,DF,20-249,0.0,0,,,,,,,,,,,Matches,Rangers,
35,Squad Total,,,28.0,27.0,297,2430.0,27.0,61.0,38.0,99.0,52.0,9.0,11.0,33.0,4.0,,Rangers,
36,Opponent Total,,,27.1,27.0,297,2430.0,27.0,13.0,7.0,20.0,12.0,1.0,1.0,65.0,2.0,,Rangers,
0,Callum McGregor,sct SCO,MF,30-258,,27,2392.0,26.6,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,Matches,Celtic,27.0
1,Matt O'Riley,dk DEN,MF,23-098,,26,2286.0,25.4,10.0,7.0,17.0,10.0,0.0,0.0,2.0,0.0,Matches,Celtic,26.0
2,Joe Hart,eng ENG,GK,36-314,,26,2277.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Celtic,26.0
3,Liam Scales,ie IRL,DF,25-203,,25,2250.0,25.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,Matches,Celtic,25.0
4,Greg Taylor,sct SCO,DF,26-114,,24,2030.0,22.6,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,Matches,Celtic,24.0
5,Kyogo Furuhashi,jp JPN,FW,29-038,,23,1827.0,20.3,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,Matches,Celtic,27.0
6,Alistair Johnston,ca CAN,DF,25-142,,22,1731.0,19.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,Matches,Celtic,22.0
7,Daizen Maeda,jp JPN,FW,26-130,,18,1433.0,15.9,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,Matches,Celtic,20.0
8,Luis Enrique Palma,hn HON,FW,24-041,,17,1303.0,14.5,6.0,9.0,15.0,4.0,2.0,4.0,2.0,0.0,Matches,Celtic,22.0
9,Cameron Carter-Vickers,us USA,DF,26-058,,14,1119.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,15.0
10,Paulo Bernardo,pt POR,MF,22-034,,9,715.0,7.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,Matches,Celtic,14.0
11,David Turnbull,sct SCO,MF,24-232,,9,674.0,7.5,7.0,0.0,7.0,4.0,3.0,4.0,2.0,0.0,Matches,Celtic,16.0
12,Yang Hyunjun,kr KOR,FW,21-278,,7,752.0,8.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,Matches,Celtic,19.0
13,Anthony Ralston,sct SCO,DF,25-103,,5,765.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,12.0
14,Maik Nawrocki,pl POL,DF,23-020,,5,462.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Celtic,8.0
15,Liel Abada,il ISR,FW,22-147,,5,438.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Matches,Celtic,9.0
16,Gustaf Lagerbielke,se SWE,DF,23-323,,4,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,6.0
17,Reo Hatate,jp JPN,MF,26-098,,4,389.0,4.3,2.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,Matches,Celtic,8.0
18,Oh Hyeongyu,kr KOR,FW,22-321,,3,625.0,6.9,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,Matches,Celtic,20.0
19,Alexandro Bernabei,ar ARG,DF,23-156,,3,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Celtic,8.0
20,Tomoki Iwata,jp JPN,MF,26-326,,3,322.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,Matches,Celtic,8.0
21,Nathaniel Phillips,eng ENG,DF,26-343,,3,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Celtic,6.0
22,Michael Johnston,ie IRL,FW,24-314,,3,306.0,3.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Matches,Celtic,9.0
23,Stephen Welsh,sct SCO,DF,24-039,,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Celtic,6.0
24,James Forrest,sct SCO,FW,32-235,,2,336.0,3.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Matches,Celtic,15.0
25,Adam Idah,ie IRL,FW,23-016,,2,233.0,2.6,4.0,1.0,5.0,2.0,2.0,2.0,0.0,0.0,Matches,Celtic,4.0
26,Odin Thiago Holm,no NOR,MF,21-040,,2,209.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,8.0
27,Nicolas-Gerrit Kühn,de GER,FW,24-057,,2,206.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Celtic,5.0
28,Scott Bain,sct SCO,GK,32-097,,1,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,2.0
29,Sead Haksabanović,me MNE,"FW,MF",24-299,,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,1.0
30,Marco Tilio,au AUS,MF,22-188,,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,2.0
31,Carl Starfelt,se SWE,DF,28-271,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,1.0
32,Rocco Vata,ie IRL,MF,18-315,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celtic,1.0
33,Kwon Hyeokkyu,kr KOR,MF,22-351,,0,,,,,,,,,,,Matches,Celtic,0.0
34,Daniel Kelly,sct SCO,MF,18-147,,0,,,,,,,,,,,Matches,Celtic,0.0
35,Yuki Kobayashi,jp JPN,DF,23-224,,0,,,,,,,,,,,Matches,Celtic,0.0
36,Benjamin Siegrist,ch SUI,GK,32-027,,0,,,,,,,,,,,Matches,Celtic,0.0
37,Squad Total,,,26.7,,297,2430.0,27.0,61.0,43.0,104.0,53.0,8.0,12.0,35.0,1.0,,Celtic,27.0
38,Opponent Total,,,26.9,,297,2430.0,27.0,18.0,14.0,32.0,18.0,0.0,0.0,53.0,3.0,,Celtic,27.0
0,Zander Clark,sct SCO,GK,31-246,27.0,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Heart of Midlothian,
1,Frankie Kent,eng ENG,DF,28-098,27.0,27,2430.0,27.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,Matches,Heart of Midlothian,
2,Lawrence Shankland,sct SCO,FW,28-201,27.0,27,2417.0,26.9,18.0,1.0,19.0,17.0,1.0,4.0,6.0,0.0,Matches,Heart of Midlothian,
3,Kye Rowles,au AUS,DF,25-248,22.0,22,1908.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Matches,Heart of Midlothian,
4,Stephen Kingsley,sct SCO,DF,29-219,23.0,21,1859.0,20.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Heart of Midlothian,
5,Alex Cochrane,eng ENG,"MF,DF",23-312,20.0,20,1723.0,19.1,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,Matches,Heart of Midlothian,
6,Calem Nieuwenhof,au AUS,MF,23-010,23.0,19,1686.0,18.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Matches,Heart of Midlothian,
7,Beni Baningime,cd COD,MF,25-171,20.0,17,1401.0,15.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Matches,Heart of Midlothian,
8,Alan Forrest,sct SCO,"MF,FW",27-171,24.0,13,1358.0,15.1,3.0,5.0,8.0,3.0,0.0,0.0,3.0,0.0,Matches,Heart of Midlothian,
9,Kenneth Vargas,cr CRC,"MF,FW",21-316,24.0,12,1233.0,13.7,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,Matches,Heart of Midlothian,
10,Nathaniel Atkinson,au AUS,"MF,DF",24-259,13.0,11,932.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Matches,Heart of Midlothian,
11,Alexander lowry,sct SCO,MF,20-249,12.0,10,725.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Heart of Midlothian,
12,Jorge Grant,eng ENG,MF,29-154,19.0,9,873.0,9.7,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,Matches,Heart of Midlothian,
13,Yutaro Oda,jp JPN,"MF,FW",22-199,18.0,9,781.0,8.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,Matches,Heart of Midlothian,
14,Toby Sibbick,eng ENG,"DF,MF",24-280,16.0,8,931.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Heart of Midlothian,
15,Cameron Devlin,au AUS,MF,25-265,14.0,8,738.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Matches,Heart of Midlothian,
16,Liam Boyce,nir NIR,"FW,MF",32-325,13.0,7,631.0,7.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,Matches,Heart of Midlothian,
17,Aidan Denholm,sct SCO,MF,20-110,11.0,7,442.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Heart of Midlothian,
18,Peter Haring,at AUT,MF,30-270,6.0,5,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Heart of Midlothian,
19,Dexter Lembikisa,jm JAM,"DF,MF",20-115,5.0,5,405.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Matches,Heart of Midlothian,
20,Craig Halkett,sct SCO,DF,28-274,9.0,4,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Heart of Midlothian,
21,Kyosuke Tagawa,jp JPN,FW,25-016,9.0,3,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Heart of Midlothian,
22,Odeluga Offiah,eng ENG,"MF,DF",21-124,5.0,3,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Heart of Midlothian,
23,Scott Fraser,sct SCO,MF,28-334,4.0,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Heart of Midlothian,
24,Barrie McKay,sct SCO,FW,29-059,4.0,1,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Heart of Midlothian,
25,Macauley Tait,sct SCO,MF,18-184,7.0,0,117.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Heart of Midlothian,
26,Andy Halliday,sct SCO,"DF,MF",32-139,3.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Heart of Midlothian,
27,Craig Gordon,sct SCO,GK,41-058,0.0,0,,,,,,,,,,,Matches,Heart of Midlothian,
28,Makenzie Kirk,nir NIR,FW,20-021,0.0,0,,,,,,,,,,,Matches,Heart of Midlothian,
29,Michael McGovern,nir NIR,GK,39-230,0.0,0,,,,,,,,,,,Matches,Heart of Midlothian,
30,Finlay Pollock,sct SCO,MF,19-057,0.0,0,,,,,,,,,,,Matches,Heart of Midlothian,
31,James Wilson,sct SCO,FW,16-358,0.0,0,,,,,,,,,,,Matches,Heart of Midlothian,
32,Squad Total,,,26.5,27.0,297,2430.0,27.0,33.0,24.0,57.0,31.0,2.0,5.0,58.0,0.0,,Heart of Midlothian,
33,Opponent Total,,,27.1,27.0,297,2430.0,27.0,26.0,17.0,43.0,23.0,3.0,6.0,65.0,1.0,,Heart of Midlothian,
0,Stuart Findlay,sct SCO,DF,28-166,,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches,Kilmarnock,27.0
1,Lewis Mayo,sct SCO,DF,23-345,,27,2428.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,Matches,Kilmarnock,27.0
2,Daniel Armstrong,sct SCO,MF,26-139,,27,2256.0,25.1,4.0,9.0,13.0,2.0,2.0,3.0,7.0,0.0,Matches,Kilmarnock,27.0
3,Will Dennis,eng ENG,GK,23-232,,26,2293.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Kilmarnock,26.0
4,Marley Watkins,wls WAL,FW,33-133,,23,1871.0,20.8,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,Matches,Kilmarnock,25.0
5,Kyle Vassell,nir NIR,FW,31-020,,22,1842.0,20.5,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,Matches,Kilmarnock,25.0
6,Matty Kennedy,nir NIR,"MF,FW",29-118,,20,1874.0,20.8,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,Matches,Kilmarnock,25.0
7,David Watson,sct SCO,MF,19-015,,20,1858.0,20.6,4.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,Matches,Kilmarnock,25.0
8,Brad Lyons,nir NIR,MF,26-277,,20,1618.0,18.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,Matches,Kilmarnock,20.0
9,Joe Wright,wls WAL,DF,29-001,,17,1494.0,16.6,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,Matches,Kilmarnock,19.0
10,Robbie Deas,sct SCO,DF,24-000,,17,1432.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Matches,Kilmarnock,20.0
11,Corrie Ndaba,ie IRL,"MF,DF",24-064,,15,1330.0,14.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Matches,Kilmarnock,17.0
12,Liam Polworth,sct SCO,MF,29-138,,11,1105.0,12.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,18.0
13,Liam Donnelly,nir NIR,MF,27-357,,9,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Matches,Kilmarnock,16.0
14,Kyle Magennis,sct SCO,MF,25-185,,7,560.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Kilmarnock,8.0
15,Rory McKenzie,sct SCO,MF,30-143,,3,503.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Matches,Kilmarnock,20.0
16,Thomas Davies,wls WAL,"MF,DF",20-108,,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,6.0
17,Innes Cameron,sct SCO,FW,23-189,,1,148.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Matches,Kilmarnock,6.0
18,Kieran O'Hara,ie IRL,GK,27-311,,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,2.0
19,Greg Stewart,sct SCO,MF,33-347,,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Kilmarnock,4.0
20,Andrew Dallas,sct SCO,"FW,MF",24-220,,0,229.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,14.0
21,Gary Mackay-Steven,sct SCO,MF,33-180,,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,5.0
22,Fraser Murray,sct SCO,MF,24-296,,0,53.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,12.0
23,Kevin van Veen,nl NED,FW,32-271,,0,48.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Kilmarnock,4.0
24,James Balagizi,eng ENG,MF,20-160,,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,2.0
25,Aaron Brown,sct SCO,FW,18-220,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Kilmarnock,1.0
26,Mark Birighitti,au AUS,GK,32-316,,0,,,,,,,,,,,Matches,Kilmarnock,0.0
27,Aiden Glavin,sct SCO,GK,18-289,,0,,,,,,,,,,,Matches,Kilmarnock,0.0
28,Jack Sanders,eng ENG,DF,24-346,,0,,,,,,,,,,,Matches,Kilmarnock,0.0
29,Steven Warnock,sct SCO,MF,20-260,,0,,,,,,,,,,,Matches,Kilmarnock,0.0
30,Squad Total,,,26.7,,297,2430.0,27.0,29.0,20.0,49.0,27.0,2.0,3.0,56.0,1.0,,Kilmarnock,27.0
31,Opponent Total,,,27.5,,297,2430.0,27.0,24.0,19.0,43.0,23.0,1.0,3.0,52.0,2.0,,Kilmarnock,27.0
0,Alex Gogić,cy CYP,DF,29-320,27.0,27,2430.0,27.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Matches,St Mirren,
1,Zachary Hemming,eng ENG,GK,23-357,27.0,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches,St Mirren,
2,Marcus Fraser,sct SCO,"DF,MF",29-249,27.0,27,2403.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches,St Mirren,
3,Scott Tanser,eng ENG,MF,29-127,27.0,27,2385.0,26.5,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,Matches,St Mirren,
4,Greg Kiltie,sct SCO,"FW,MF",27-040,27.0,27,2176.0,24.2,4.0,3.0,7.0,1.0,3.0,3.0,1.0,0.0,Matches,St Mirren,
5,Richard Taylor,eng ENG,DF,23-148,19.0,19,1491.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Matches,St Mirren,
6,Mark O'Hara,sct SCO,MF,28-077,18.0,18,1560.0,17.3,3.0,1.0,4.0,1.0,2.0,4.0,3.0,0.0,Matches,St Mirren,
7,Caolan Boyd-Munce,nir NIR,MF,24-032,24.0,16,1365.0,15.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,Matches,St Mirren,
8,Conor McMenamin,nir NIR,"FW,MF",28-187,18.0,15,1195.0,13.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Matches,St Mirren,
9,Keanu Baccus,au AUS,MF,25-265,22.0,14,1419.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,Matches,St Mirren,
10,Mikael Mandron,fr FRA,FW,29-139,24.0,14,1259.0,14.0,6.0,1.0,7.0,6.0,0.0,1.0,2.0,0.0,Matches,St Mirren,
11,Ryan Strain,au AUS,MF,26-331,11.0,11,908.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,Matches,St Mirren,
12,Toyosi Olusanya,eng ENG,FW,26-026,24.0,8,856.0,9.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,Matches,St Mirren,
13,Jonah Ayunga,eng ENG,FW,26-279,12.0,8,639.0,7.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
14,James Bolton,eng ENG,DF,29-198,16.0,7,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Matches,St Mirren,
15,Elvis Bwomono,ug UGA,MF,25-090,6.0,5,459.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
16,Kwon Hyeokkyu,kr KOR,MF,22-351,5.0,5,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
17,Charles Dunne,ie IRL,DF,31-014,16.0,4,632.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
18,Lewis Jamieson,sct SCO,"MF,FW",21-316,12.0,4,474.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
19,Ryan Flynn,sct SCO,MF,35-176,9.0,4,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,St Mirren,
20,Thierry Small,eng ENG,MF,19-210,5.0,3,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
21,James Scott,sct SCO,FW,23-181,4.0,3,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
22,Alex Greive,nz NZL,FW,24-290,18.0,2,447.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
23,Stav Nachmani,il ISR,FW,21-262,9.0,2,235.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
24,Jaden Brown,eng ENG,"DF,MF",25-034,2.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,St Mirren,
25,Shay Kelly,,GK,,0.0,0,,,,,,,,,,,Matches,St Mirren,
26,Luke Kenny,sct SCO,DF,20-152,0.0,0,,,,,,,,,,,Matches,St Mirren,
27,Gallagher Lennon,sct SCO,DF,18-057,0.0,0,,,,,,,,,,,Matches,St Mirren,
28,Evan Mooney,,MF,,0.0,0,,,,,,,,,,,Matches,St Mirren,
29,Callum Penman,sct SCO,DF,16-298,0.0,0,,,,,,,,,,,Matches,St Mirren,
30,Ethan Sutherland,,FW,,0.0,0,,,,,,,,,,,Matches,St Mirren,
31,Peter Urminský,sk SVK,GK,24-279,0.0,0,,,,,,,,,,,Matches,St Mirren,
32,Squad Total,,,27.1,27.0,297,2430.0,27.0,26.0,15.0,41.0,21.0,5.0,8.0,48.0,3.0,,St Mirren,
33,Opponent Total,,,27.2,27.0,297,2430.0,27.0,30.0,19.0,49.0,27.0,3.0,6.0,38.0,0.0,,St Mirren,
0,Joe Shaughnessy,ie IRL,DF,31-236,26.0,26,2340.0,26.0,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,Matches,Dundee,
1,Luke McCowan,sct SCO,MF,26-080,25.0,25,2180.0,24.2,6.0,4.0,10.0,5.0,1.0,1.0,6.0,1.0,Matches,Dundee,
